Month,Date,Headline_Original,Sentiment,Headline_Clean
August,"Published:  00:00 BST, 28 August 2020","Back to school... with staggered starts, bubble zones and SATURDAY lessons! 97% of head teachers say they are all set to welcome pupils back full-time as they unveil their coronavirus game plans for the new term. So how will things be different?",1,back school stagger start bubble zone saturday lessons head teachers say set welcome pupils back unveil coronavirus game plan new term things different
August,"Published:  23:59 BST, 27 August 2020",'It's crucial that children come back now and we are ready for them': How schools across England are ready to welcome pupils back,1,crucial children come back ready school across england ready welcome pupils back
August,"Published:  23:30 BST, 27 August 2020","Coronavirus really has brought out the nation's Blitz spirit: Scientists say the sacrifices made by Britons in 'stay at home, save lives' lockdown echo those in the blackout during WWII bombings",1,coronavirus really bring nation blitz spirit scientists say sacrifice make britons home save live lockdown echo blackout wwii bomb
August,"Published:  17:09 BST, 27 August 2020","Switzerland, Jamaica and the Czech Republic added to the UK quarantine list giving holidaymakers until 4am on Saturday to get home or face self isolating for 14-day - but Cuba is given the all clear",1,switzerland jamaica czech republic add uk quarantine list give holidaymakers saturday get home face self isolate cuba give clear
August,"Published:  15:19 BST, 27 August 2020",Revel mopeds return to New York City streets today after three deaths and a dozen lawsuits - but drivers will have to pass 21-question test with perfect score twice and send a selfie with their helmet on under new safety rules,1,revel mop return new york city streets today three deaths dozen lawsuits drivers pass test perfect score twice send selfie helmet new safety rule
August,"Published:  00:03 BST, 27 August 2020",Jeff Bezos becomes first person ever to be worth $200BILLION as Amazon stock soars 80 per cent this year - driven by surging sales during the pandemic,1,jeff bezos become first person ever worth amazon stock soar per cent year drive surge sales pandemic
August,"Published:  15:18 BST, 26 August 2020",'Glad to be back!': Film fans flock to first screenings of Christopher Nolan's blockbuster Tenet as movie bosses hope first big release since lockdown will save Britain's cinemas,1,back film fan flock first screen christopher nolan blockbuster tenet movie boss hope first big release since lockdown save britain cinemas
August,"Published:  08:03 BST, 26 August 2020",Meet the Australian extreme adventurer who won a race against time to break the world record for highest altitude swim in bitter sub-zero temperatures,1,meet australian extreme adventurer win race time break world record highest altitude swim bitter temperatures
August,"Published:  02:23 BST, 26 August 2020",Heavily pregnant Aussie mum and her terminally ill fiancé who flew to Mexico in last-ditch bid to save his life are now stranded - as good samaritan offers to pay $43k bill for them to come home,1,heavily pregnant aussie mum terminally ill fianc fly mexico bid save life strand good samaritan offer pay bill come home
August,"Published:  18:21 BST, 25 August 2020",'This is what a true New Yorker does!': Bill de Blasio praises Jerry Seinfeld for his op-ed saying 'tough New Yorkers' will bring the city back to life as he slams comedy club co-owner who wrote a post saying the city was dead,1,true new yorker bill de blasio praise jerry seinfeld say new yorkers bring city back life slam comedy club write post say city dead
August,"Published:  16:29 BST, 25 August 2020",Urgent alert as coronavirus-infected shopper visits Kmart and Apple at one of Australia's most popular shopping centres,1,urgent alert shopper visit kmart apple one australia popular shop centre
August,"Published:  15:59 BST, 25 August 2020","Healthy pregnant women are NOT more vulnerable to falling seriously ill with Covid-19, study reveals",1,healthy pregnant women not vulnerable fall seriously ill study reveal
August,"Published:  14:23 BST, 25 August 2020",Tim Scott goes against president by saying mail-in voting 'will prove to work out just fine' the day after he championed Donald Trump as keynote speaker on first night of Republican Convention,1,tim scott go president say vote prove work fine day champion donald trump keynote speaker first night republican convention
August,"Published:  11:59 BST, 25 August 2020",Hollywood returns to work: Bradley Cooper seen filming new Paul Anderson 70s inspired film in LA's San Fernando valley despite Covid,1,hollywood return work bradley cooper see film new paul anderson inspire film la san fernando valley despite covid
August,"Published:  07:53 BST, 25 August 2020",Nice work if you can get it: How mining magnate Andrew ‘Twiggy' Forrest will make more than $1billion in a SINGLE DAY this year,1,nice work get mine magnate andrew twiggy forrest make single day year
August,"Published:  04:14 BST, 25 August 2020","Some borders could reopen within weeks as restrictions between SA, Victoria and NSW are set to be relaxed following intense pressure from locals",1,border could reopen within weeks restrictions sa victoria nsw set relax follow intense pressure locals
August,"Published:  03:56 BST, 25 August 2020",Donald Trump appears with frontline workers and freed 'hostages' and Americans held abroad as Republicans try to showcase him having conversations with people he has helped,1,donald trump appear frontline workers free americans hold abroad republicans try showcase conversations people help
August,"Published:  02:10 BST, 25 August 2020",The new JobKeeper: Companies will be able to keep some benefits even if business bounces back in lifeline for struggling firms,1,new jobkeeper companies able keep benefit even business bounce back lifeline struggle firm
August,"Published:  01:26 BST, 25 August 2020","Head teachers WON'T fine parents who keep their children home from school next week, unions tell Downing Street",1,head teachers wo fine parent keep children home school next week unions tell downing street
August,"Published:  18:50 BST, 24 August 2020",'Look at what I did!' Kellyanne Conway's 15-year-old daughter takes to social media after her parents both announce they are stepping away from politics following her claim she wants 'emancipation',1,kellyanne conway daughter take social media parent announce step away politics follow claim want
August,"Published:  06:14 BST, 24 August 2020",New Zealand's COVID-19 lockdown is extended by four days - as Jacinda Ardern makes face masks mandatory,1,new zealand lockdown extend four days jacinda ardern make face mask mandatory
August,"Published:  00:53 BST, 24 August 2020",'We missed the fans!' Japanese driver Takuma Sato celebrates victory at crash-filled Indianapolis 500 but laments empty stands as COVID-19 forces race to be run without spectators for first time in 104 years,1,miss fan japanese driver takuma sato celebrate victory indianapolis lament empty stand force race run without spectators first time years
August,"Published:  18:01 BST, 23 August 2020",Second Covid vaccine is being released by Russia which 'avoids side effects of the first one' and officials hope it will be ready by November,1,second covid vaccine release russia side effect first one officials hope ready november
August,"Published:  13:51 BST, 23 August 2020","Revealed: 0.01% of schools saw Covid outbreak when pupils returned in June with just 67 individual cases recorded, study reveals as UK's chief medical officers tell parents it IS safe for children to go back to classroom",1,revealed school saw covid outbreak pupils return june individual case record study reveal uk chief medical officer tell parent safe children go back classroom
August,"Published:  12:09 BST, 23 August 2020",REVEALED: When Australians will be able to travel overseas again - the 10 countries they will be allowed to visit first and the destinations that could be years away,1,revealed australians able travel overseas countries allow visit first destinations could years away
August,"Published:  06:59 BST, 23 August 2020",Five Melburnians offer up a hilarious excuse to police for blatant COVID-19 breach – while another comes up with an elaborate lie for buying cigarettes,1,five melburnians offer hilarious excuse police blatant breach another come elaborate lie buy cigarettes
August,"Published:  06:23 BST, 23 August 2020",'Oh the tyranny!' Kiwis have the last laugh as they share beautiful photos from lockdown to mock a Twitter user who called New Zealand a 'hellhole',1,tyranny kiwis last laugh share beautiful photos lockdown mock twitter user call new zealand
August,"Published:  03:27 BST, 22 August 2020",How some Australians will save THOUSANDS during the coronavirus pandemic thanks to one very welcome silver lining,1,australians save thousands coronavirus pandemic thank one welcome silver line
August,"Published:  00:36 BST, 22 August 2020",Victoria records 182 new coronavirus cases and 13 deaths as infection numbers continue to fall - putting pressure on Dan Andrews to ease lockdown,1,victoria record new coronavirus case deaths infection number continue fall put pressure dan andrews ease lockdown
August,"Published:  22:27 BST, 21 August 2020",Heroic moment three-year-old boy saves his friend from drowning in a pool in Rio,1,heroic moment boy save friend drown pool rio
August,"Published:  22:23 BST, 21 August 2020",Giant panda Mei Xiang cradles newborn cub after giving birth at the National Zoo as keepers say it is a 'much-needed moment of pure joy',1,giant panda mei xiang cradle newborn cub give birth national zoo keepers say moment pure joy
August,"Published:  16:49 BST, 21 August 2020",Proud son dedicates his outstanding GCSE results to doctor father who died from Covid while treating pandemic patients and plans to follow him into medicine,1,proud son dedicate outstanding gcse result doctor father die covid treat pandemic patients plan follow medicine
August,"Published:  12:34 BST, 21 August 2020","Is England's Covid-19 outbreak finally shrinking for good? ONS estimates 2,400 people are catching the virus each day - down 37% in a week as symptom-tracking app names three new hotspots",1,england outbreak finally shrink good ons estimate people catch virus day week app name three new hotspots
August,"Published:  11:44 BST, 21 August 2020",Relief for Uber and Lyft users as California shutdown is avoided for now: Passengers who feared losing their jobs welcome court ruling that the ride-share firms CAN treat drivers as contractors,1,relief uber lyft users california shutdown avoid passengers fear lose job welcome court rule firm treat drivers contractors
August,"Published:  04:11 BST, 21 August 2020",Joe Biden accepts Democratic nomination and takes the fight to Donald Trump saying he has 'cloaked America in darkness' and calling his failure on coronavirus 'unforgivable' as he offers upbeat vision promising 'love and light and hope and light',1,joe biden accept democratic nomination take fight donald trump say america darkness call failure coronavirus offer upbeat vision promise light hope light
August,"Published:  18:29 BST, 20 August 2020","Rapid pregnancy-style home Covid tests that can produce results in the time it takes to eat your cornflakes could be approved within weeks, top UK scientific adviser claims",1,rapid home covid test produce result time take eat cornflakes could approve within weeks top uk scientific adviser claim
August,"Published:  16:09 BST, 20 August 2020",Primary school head becomes Britain's first to make pupils wear masks or visors when term new starts in September - and tells parents face-coverings are 'not acceptable',1,primary school head become britain first make pupils wear mask visors term new start september tell parent acceptable
August,"Published:  15:36 BST, 20 August 2020",England's 'easiest' A-levels: 60% of German A-level students get top marks alongside 50% who take maths and 40% who take physics,1,england german students get top mark alongside take maths take physics
August,"Published:  08:18 BST, 20 August 2020",Revealed: How one real estate agent defied COVID-19 to make a record-breaking sale – as he unveils the best spot for sellers looking to move,1,revealed one real estate agent defy make sale unveil best spot sellers look move
August,"Published:  08:04 BST, 20 August 2020",Are children silent super spreaders of Covid-19? Scientists find youngsters with mild symptoms have bigger viral loads than hospitalised adults,1,children silent super spreaders scientists find youngsters mild symptoms bigger viral load hospitalise adults
August,"Published:  04:43 BST, 20 August 2020",'Are your kids going to take it?' Scott Morrison has a brilliant comeback for a critic who called him out during his coronavirus vaccine announcement,1,kid go take scott morrison brilliant comeback critic call coronavirus vaccine announcement
August,"Published:  03:19 BST, 20 August 2020",'I wish Donald Trump knew how to be president': Hillary Clinton warns Trump might 'steal his way to victory' and boasts she got more of the popular vote as she pleads with voters to back Joe Biden,1,wish donald trump know president hillary clinton warn trump might way victory boast get popular vote plead voters back joe biden
August,"Published:  16:15 BST, 19 August 2020","EXCLUSIVE: Yours for a cool £54m! Tycoon Nick Candy is selling his 63-metre superyacht complete with Jacuzzi, art-deco style interior and helipad - as billionaire and wife Holly build an even bigger one",1,exclusive cool tycoon nick candy sell superyacht complete jacuzzi style interior helipad billionaire wife holly build even bigger one
August,"Published:  15:36 BST, 19 August 2020",Support for Scottish independence reaches record high of 55% - the exact REVERSE of the 2014 referendum - as Nicola Sturgeon seizes on Boris Johnson's coronavirus shambles to boost bid to break up the union,1,support scottish independence reach record high exact reverse referendum nicola sturgeon seize boris johnson coronavirus shamble boost bid break union
August,"Published:  15:09 BST, 19 August 2020","All nations should work together to develop and ensure fair access to a Covid-19 vaccine because 'no-one is safe until everyone is safe', says head of the WHO",1,nations work together develop ensure fair access vaccine safe everyone safe say head
August,"Published:  08:25 BST, 19 August 2020",'Plan C successfully executed': The extraordinary lengths brazen couple accused of sneaking into Queensland from Victoria went to - even 'boasting of their sneaky plan on social media',1,c successfully execute extraordinary lengths brazen couple accuse sneak queensland victoria go even sneaky plan social media
August,"Published:  02:24 BST, 19 August 2020",Kiwi a2 Milk brand enjoys $1.57billion surge in sales as Chinese buyers snap up its precious baby formula mix,1,kiwi milk brand enjoy surge sales chinese buyers snap precious baby formula mix
August,"Published:  20:29 BST, 18 August 2020",Soaring Amazon shares helps set new S&P 500 record while Walmart doubles its online sales and Home Depot reports 25% surge - marking Covid-19 driven downturn as shortest bear market in history,1,soaring amazon share help set new p record walmart double online sales home depot report surge mark drive downturn shortest bear market history
August,"Published:  18:23 BST, 18 August 2020","Women leaders saved lives from Covid-19 by acting 'more quickly and decisively' to enforce lockdowns than in countries led by men, study finds",1,women leaders save live act quickly decisively enforce lockdowns countries lead men study find
August,"Published:  17:34 BST, 18 August 2020",REVEALED: The Australians who could be among the first to receive a COVID-19 vaccine as Scott Morrison secures 25m doses of Oxford University jab if it is approved - so will you make the cut?,1,revealed australians could among first receive vaccine scott morrison secure dose oxford university jab approve make cut
August,"Published:  06:10 BST, 18 August 2020",How one Melbourne man went from earning $2.50 an hour to owning a $30million empire - as he gives his five tips for entrepreneurial success,1,one melbourne man go earn hour empire give five tip entrepreneurial success
August,"Published:  11:06 BST, 17 August 2020",Is this the future of clubbing? London bar unveils new safety measures for drinkers that include walking through a disinfectant tunnel before they enter,1,future club london bar unveil new safety measure drinkers include walk disinfectant tunnel enter
August,"Published:  16:24 BST, 16 August 2020",The future of weddings? Couples opt for low-key intimate ceremonies as lockdown rules are eased with receptions of 30 guests now allowed,1,future weddings couples opt intimate ceremonies lockdown rule ease receptions guests allow
August,"Published:  12:27 BST, 16 August 2020",'I was messed up': Inside the mind of Mark 'Bomber' Thompson as he reveals what triggered his spectacular fall from grace and drug addiction - and how his ex-wife offered 'unexpected' support after their split,1,mess inside mind mark thompson reveal trigger spectacular fall grace drug addiction offer support split
August,"Published:  00:45 BST, 16 August 2020","'Infect me with COVID': Brave Aussie scientist, 22, offers to be a human guinea pig for researchers in the hopes of fast-tracking a cure for coronavirus",1,covid brave aussie scientist offer human guinea pig researchers hop cure coronavirus
August,"Published:  20:45 BST, 15 August 2020",'We are forever grateful': Prince William addresses Britain in TV tribute honouring veterans on VJ Day 75 years after his great grandfather King George VI gave a speech marking the end of the Second World War,1,forever grateful prince william address britain tv tribute honour veterans vj day years great grandfather king george vi give speech mark end second world war
August,"Published:  19:50 BST, 15 August 2020",Trump donates $100K of his salary to help 'repair and restore' monuments damaged during anti-police protests - describing them as an important part of 'our Great American History',1,trump donate salary help restore monuments damage protest describe important part great american history
August,"Published:  18:57 BST, 15 August 2020",Weddings in the age of coronavirus: Bride and groom leave register office after getting married as receptions for up to 30 guests are allowed in England for the first time since lockdown,1,weddings age coronavirus bride groom leave register office get marry receptions guests allow england first time since lockdown
August,"Published:  18:16 BST, 15 August 2020","Infection map of France reveals how only Paris and Marseilles have major outbreaks while majority of country is Covid free - as Spain, Netherlands and Malta are among 18 nations on Britain's 14-day quarantine list",1,infection map france reveal paris marseilles major outbreaks majority country covid free spain netherlands malta among nations britain quarantine list
August,"Published:  07:52 BST, 15 August 2020",What Shayna did next: Embattled swimmer is tipped to take part in military-style reality show SAS: Who Dares Wins amid doping allegations,1,shayna next embattled swimmer tip take part reality show sas dares wins amid dope allegations
July,"Published:  07:50 BST, 14 July 2020",Victoria announces huge change to elective surgery and tells hospitals to keep 25% of beds free in preparation for surge in coronavirus patients,1,victoria announce huge change elective surgery tell hospitals keep bed free preparation surge coronavirus patients
July,"Published:  07:17 BST, 14 July 2020",So much for a quick recovery: Shares slump as figures show UK economy grew by just 1.8 per cent in May as lockdown eased after dropping 25%,1,much quick recovery shares slump figure show uk economy grow per cent may lockdown ease drop
July,"Published:  01:52 BST, 14 July 2020",Actors will be allowed to film kissing and sex scenes again after broadcasters published new Covid-safe guidelines including swab testing stars and taking temperatures on set,1,actors allow film kiss sex scenes broadcasters publish new guidelines include swab test star take temperatures set
July,"Published:  00:51 BST, 14 July 2020",Heartwarming moment Covid-19 survivor is welcomed home by friends and family after suffering 69 DAY hospital battle where doctors gave him a ONE per cent chance of survival,1,heartwarming moment survivor welcome home friends family suffer day hospital battle doctor give one per cent chance survival
July,"Published:  22:54 BST, 13 July 2020",Don't take the money! Business leaders urge top companies to forgo millions in Government bonuses for putting furloughed staff back to work,1,take money business leaders urge top company forgo millions government bonuses put furlough staff back work
July,"Published:  16:17 BST, 13 July 2020",EXCLUSIVE: Thomas Ravenel is a father again! Southern Charm star reveals the birth of his adorable baby boy he had with a registered nurse he briefly dated and says the pair are 'very happy' but just 'really good friends',1,exclusive thomas ravenel father southern charm star reveal birth adorable baby boy register nurse briefly date say pair happy good friends
July,"Published:  15:44 BST, 13 July 2020",'Millions' of doses of Australia's experimental COVID-19 vaccine will be produced this year - and researchers say it could be ready for use by the start of 2021,1,dose australia experimental vaccine produce year researchers say could ready use start
July,"Published:  00:15 BST, 13 July 2020",Human trial for coronavirus vaccine starts in Queensland on 120 volunteers - and if successful it could be rolled out within months,1,human trial coronavirus vaccine start queensland volunteer successful could roll within months
July,"Published:  23:02 BST, 12 July 2020","The AFL Grand Final, the Australian Open and even the MELBOURNE Cup: Sydney makes bold bid to snare the biggest sporting events from Victoria",1,afl grand final australian open even melbourne cup sydney make bold bid snare biggest sport events victoria
July,"Published:  16:30 BST, 12 July 2020",'We're really going to start pushing': Teenagers who made $70k in a MONTH thanks to a light bulb moment during coronavirus lockdown reveal their next move,1,really go start push teenagers make month thank light bulb moment coronavirus lockdown reveal next move
July,"Published:  13:53 BST, 12 July 2020","Covid-19 vaccine could be ready within a year if trials are successful, leading UK research scientist reveals",1,vaccine could ready within year trials successful lead uk research scientist reveal
July,"Published:  09:12 BST, 12 July 2020",Revellers get into the swing of it as crowds flock to England's pubs and bars for some socially distanced fun on second Saturday since lockdown was lifted,1,revellers get swing crowd flock england pubs bar socially distance fun second saturday since lockdown lift
July,"Published:  02:19 BST, 12 July 2020",Revealed: Top civil servant in charge of Britain's coronavirus response quits amid growing acrimony between Downing Street and the Whitehall machine,1,revealed top civil servant charge britain coronavirus response quit amid grow acrimony downing street whitehall machine
July,"Published:  19:48 BST, 11 July 2020",One for the road! Streets are turned into al-fresco bars as Britons take advantage of some good weather to go out drinking,1,one road streets turn bar britons take advantage good weather go drink
July,"Published:  19:00 BST, 11 July 2020","Wyoming life coach Michelle Tidball, 57, who claims she was first visited by God at six-months-old is Kanye West's Vice Presidential pick (and she believes HOUSE CHORES help cure mental illness)",1,wyoming life coach michelle tidball claim first visit god kanye west vice presidential pick believe house chores help cure mental illness
July,"Published:  09:50 BST, 11 July 2020",Health experts back move to make face masks COMPULSORY in shops and pubs as Boris wears one for the first time - but retailers demand clarity after weeks of changing advice,1,health experts back move make face mask compulsory shop pubs boris wear one first time retailers demand clarity weeks change advice
July,"Published:  07:53 BST, 11 July 2020","Well, they are doing their bit, Boris! Droves hit the towns Britain's first Friday night out in four months as publicans battle to keep frisky drinkers from getting too close",1,well bite boris droves hit towns britain first friday night four months publicans battle keep frisky drinkers get close
July,"Published:  23:04 BST, 10 July 2020",The great package holiday giveaway: Vacations fall to record lows in the wake of lockdown ending – with seven-night summer breaks in Europe on offer for under £100,1,great package holiday giveaway vacations fall record low wake lockdown end summer break europe offer
July,"Published:  22:21 BST, 10 July 2020",Roger Stone says Trump may have 'saved his life' by commuting his sentence and thanks his friend of 40 years after president said he was a victim of the Russia 'hoax' and is now 'a free man',1,roger stone say trump may life commute sentence thank friend years president say victim russia free man
July,"Published:  22:00 BST, 10 July 2020","BBC's rush to axe free licences for over-75s is a ‘dog's breakfast' that will leave many of them scared and confused, warn MPs",1,bbc rush axe free licence dog breakfast leave many scar confuse warn mps
July,"Published:  17:35 BST, 10 July 2020",Chef Hugh Fearnley-Whittingstall closes down second River Cottage Kitchen restaurant in months as he shuts Winchester branch for good due to ‘challenges' of Covid-19,1,chef hugh close second river cottage kitchen restaurant months shut winchester branch good due challenge
July,"Published:  13:31 BST, 10 July 2020","'I love Goya': Trump backs Goya CEO after he defies attempts to cancel his family-owned brand by AOC, Lin-Manuel Miranda and Chrissy Teigen for praising the president",1,love goya trump back goya ceo defy attempt cancel brand aoc miranda chrissy teigen praise president
July,"Published:  12:36 BST, 10 July 2020",Stargazers are treated to a spectacular astronomical sight as the night sky is lit up with stars at Charlotte Pass ski resort,1,stargazers treat spectacular astronomical sight night sky light star charlotte pass ski resort
July,"Published:  11:15 BST, 10 July 2020",Iconic Sydney Carriageworks cultural centre that hosts popular farmers market and writers' festival is SAVED after a group of philanthropists offer a 'multi-million dollar lifeline',1,iconic sydney carriageworks cultural centre host popular farmers market writers festival saved group philanthropists offer dollar lifeline
July,"Published:  09:25 BST, 10 July 2020",EXCLUSIVE: Thousands of extras on Britain's best loved TV shows like EastEnders and Coronation Street face axe as broadcasters scrap them to try and keep sets Covid safe,1,exclusive thousands extras britain best love tv show like eastenders coronation street face axe broadcasters scrap try keep set covid safe
July,"Published:  06:15 BST, 10 July 2020",Flemington gets back to business: Residents inside Melbourne's housing commission towers leave for the first time in five days - as one local reveals a policeman's act of kindness during lockdown,1,flemington get back business residents inside melbourne house commission tower leave first time five days one local reveal policeman act kindness lockdown
July,"Published:  05:29 BST, 10 July 2020",Donald Trump says Joe Biden has been 'brainwashed' by the far left and warns the United States will become like Venezuela if he wins,1,donald trump say joe biden far leave warn united states become like venezuela win
July,"Published:  04:45 BST, 10 July 2020","An effective handover, proof of increased productivity and flexibility: How you can make a case to work from home FOREVER",1,effective handover proof increase productivity flexibility make case work home forever
July,"Published:  01:41 BST, 10 July 2020","The happiest (social distanced) place on earth! 1,000 shoppers line up overnight to be the first to enter reopened Downtown Disney mall - though theme parks remain closed as COVID-19 cases surge",1,happiest social distance place earth shoppers line overnight first enter reopen downtown disney mall though theme park remain close case surge
July,"Published:  17:10 BST, 9 July 2020","Nail bars, tanning salons and tattoo parlours across England can reopen on MONDAY while gyms can welcome back customers from July 25",1,nail bar tan salons tattoo parlours across england reopen monday gyms welcome back customers july
July,"Published:  16:42 BST, 9 July 2020",Maryland man says he may be first person successfully vaccinated against Covid-19 after producing antibodies in 'promising' results of immunity trial,1,maryland man say may first person successfully vaccinate produce antibodies result immunity trial
July,"Published:  13:27 BST, 9 July 2020",Greens call for HARDER lockdowns like the restrictions that froze New Zealand so Australia can try to eliminate coronavirus,1,greens call harder lockdowns like restrictions freeze new zealand australia try eliminate coronavirus
July,"Published:  04:47 BST, 9 July 2020","Trump says US-Mexico relations have 'never been better' and calls President López Obrador a 'cherished friend' despite past grievances over border wall, immigration and trade",1,trump say relations better call president lpez obrador friend despite past grievances border wall immigration trade
July,"Published:  04:19 BST, 9 July 2020","Tax cuts, JobKeeper extended and more support for local businesses: How you can cash in on a second cash splash - and why some people will be better off this time around",1,tax cut jobkeeper extend support local businesses cash second cash splash people better time around
July,"Published:  02:59 BST, 9 July 2020",'Let me in!' TikTok pokes fun of Victorians after the rest of Australia shut their borders to the coronavirus-stricken state,1,tiktok poke fun victorians rest australia shut border state
July,"Published:  22:59 BST, 8 July 2020",Bed Bath and Beyond to close more than 200 stores after sales fell 50% but online purchases DOUBLED as customers bought cleaning products during the pandemic,1,bed bath beyond close store sales fell online purchase doubled customers buy clean products pandemic
July,"Published:  21:26 BST, 8 July 2020",New Jersey expands mask rules so people must also wear them in outdoor public spaces as a growing list of states require face coverings as coronavirus cases surge,1,new jersey expand mask rule people must also wear outdoor public space grow list state require face cover coronavirus case surge
July,"Published:  17:48 BST, 8 July 2020","Mike Pence claims there are 'early signs' Texas, Arizona and Florida are flattening coronavirus curve as cases top three MILLION - but pleads with medical staff to re-use PPE",1,mike pence claim sign texas arizona florida flatten coronavirus curve case top three million plead medical staff ppe
July,"Published:  17:36 BST, 8 July 2020",New Hampshire governor says he WON'T go to Donald Trump's weekend rally in the state out of 'caution' as more Republicans publicly split with president on coronavirus safety,1,new hampshire governor say wo go donald trump weekend rally state republicans publicly split president coronavirus safety
July,"Published:  13:59 BST, 8 July 2020",Britain's cycling boom sees bike-related sales rise by 57% at Halfords as fine lockdown weather and desire to avoid public transport causes surge in demand,1,britain cycle boom see sales rise halfords fine lockdown weather desire avoid public transport cause surge demand
July,"Published:  09:49 BST, 8 July 2020","Chancellor unveils free £10 'eat-out' vouchers and VAT slashed to 5% for hospitality industry in £30billion package to save jobs - including £1,000 bonus for every employee NOT fired after furlough and stamp duty threshold cut to £500,000",1,chancellor unveil free vouchers vat slash hospitality industry package save job include bonus every employee not fire furlough stamp duty threshold cut
July,"Published:  09:08 BST, 8 July 2020",Ibiza offers free holiday accommodation for NHS staff to 'say thank you to those fighting for the lives of our families',1,ibiza offer free holiday accommodation nhs staff thank fight live families
July,"Published:  07:23 BST, 8 July 2020",Free childcare for Victoria's locked down workers: Everything you need to know about the extended subsidy including how you get it and who is eligible,1,free childcare victoria lock workers everything need know extend subsidy include get eligible
July,"Published:  06:01 BST, 8 July 2020","'We're non-profit now!': Popular rooftop bar slapped with eye-watering $7,000 fine for breaking coronavirus restrictions after customers failed to give their contact details",1,popular rooftop bar slap fine break coronavirus restrictions customers fail give contact detail
July,"Published:  04:59 BST, 8 July 2020","Cornell University will bring students back because in-person learning 'is best for public health' - unlike Harvard where tuition will remain $50,000 despite online classes",1,cornell university bring students back learn best public health unlike harvard tuition remain despite online class
July,"Published:  01:51 BST, 8 July 2020","Clamp for our carers! Free parking for NHS staff will end as the coronavirus pandemic eases, government confirms",1,clamp carers free park nhs staff end coronavirus pandemic ease government confirm
July,"Published:  01:07 BST, 8 July 2020",'I think we are in a good place': Trump DISAGREES with Dr. Fauci's assertion that the United States is still 'knee-deep in the first wave' of the coronavirus infections,1,think good place trump disagrees fauci assertion united states still first wave coronavirus infections
July,"Published:  22:37 BST, 7 July 2020","Smile that says Daddy's back home: Heartwarming moment girl, four, finally gets to embrace her father after he spent 12 weeks in isolation at the care home he owns",1,smile say daddy back home heartwarming moment girl four finally get embrace father spend weeks isolation care home
July,"Published:  16:53 BST, 7 July 2020",Drones light up the sky above Seoul in spectacular display reminding South Koreans to wear masks and wash their hands during coronavirus pandemic,1,drones light sky seoul spectacular display remind south koreans wear mask wash hand coronavirus pandemic
July,"Published:  08:45 BST, 7 July 2020","Yes, you CAN travel between Victoria and NSW... but you better have a VERY good excuse: What Melbourne's lockdown and the closed border between Australia's biggest states means for those who need to travel",1,yes travel victoria nsw better good excuse melbourne lockdown close border australia biggest state mean need travel
July,"Published:  08:30 BST, 7 July 2020",Kochie's money-saving tips: Sunrise presenter reveals the best way to put away cash during the coronavirus pandemic,1,kochie tip sunrise presenter reveal best way put away cash coronavirus pandemic
July,"Published:  05:49 BST, 7 July 2020",Want to live like a Prime Minister? Kevin Rudd puts his Brisbane penthouse on the market after splurging $17MILLION on a Noosa mansion,1,want live like prime minister kevin rudd put brisbane penthouse market splurge noosa mansion
July,"Published:  00:33 BST, 7 July 2020",REVEALED: The popular health supplement that causes COVID-19 symptoms - sparking false diagnoses,1,revealed popular health supplement cause symptoms spark false diagnose
July,"Published:  22:55 BST, 6 July 2020",William and Harry's 'divorce' deal: Princes agree to split money from Princess Diana's memorial fund between their charities as they finalise details of their separate working lives,1,william harry deal princes agree split money princess diana memorial fund charities finalise detail separate work live
July,"Published:  18:33 BST, 6 July 2020","Contact tracing app 'is urgent and important', say NHS Test and Trace chiefs as they admit service needs to build up public trust before it will work",1,contact trace app urgent important say nhs test trace chiefs admit service need build public trust work
July,"Published:  14:37 BST, 6 July 2020",Donald Trump will hold outdoor rally in New Hampshire despite Tulsa disaster - but this time campaign will hand out masks and 'strongly encourage' supporters to wear them,1,donald trump hold outdoor rally new hampshire despite tulsa disaster time campaign hand mask encourage supporters wear
July,"Published:  01:03 BST, 6 July 2020",Ofsted will resume school visits in September to ‘reassure' parents it is safe for children to return – but will NOT judge teachers unless there is ‘serious concern',1,ofsted resume school visit september reassure parent safe children return not judge teachers unless serious concern
July,"Published:  23:21 BST, 5 July 2020","Selfless Sikhs serve 1,325 free meals to starving housing commission residents who were forced into total lockdown in Melbourne",1,selfless sikhs serve free meals starve house commission residents force total lockdown melbourne
July,"Published:  22:00 BST, 5 July 2020",Roll up your sleeves to tidy Britain! Boris Johnson calls for a post-Covid clean up of beaches and beauty spots blighted by outdoor parties as the Mail relaunches its great litter pick,1,roll sleeves tidy britain boris johnson call clean beach beauty spot blight outdoor party mail relaunches great litter pick
July,"Published:  17:44 BST, 5 July 2020",Group of 239 scientists demand that WHO admit coronavirus is AIRBORNE -meaning the public should wear masks indoors and AC units should be fitted with filters,1,group scientists demand admit coronavirus airborne public wear mask indoors ac units fit filter
July,"Published:  17:00 BST, 5 July 2020",One final clap: Boris Johnson meets the NHS heroes who saved his life and public buildings are lit up for last round of applause for health workers on the NHS' 72nd birthday,1,one final clap boris johnson meet nhs heroes save life public build light last round applause health workers nhs birthday
